Time CO stdev
1980-01-31 94.94278642473118 3.2138633988420855
1980-02-29 95.2178658045977 2.031408567372629
1980-03-31 115.58127876344088 1.3367304311016737
1980-04-30 109.03669194444446 1.4307769377747481
1980-05-31 93.48647137096773 0.9011900594052763
1980-06-30 76.78465958333335 0.626915977375225
1980-07-31 61.665014784946244 0.5938932290812315
1980-08-31 60.81321115591397 0.5839495663733149
1980-09-30 62.77646180555555 0.5671097079097571
1980-10-31 77.86890913978495 1.0050197194684523
1980-11-30 87.09930527777776 0.5568896875158655
1980-12-31 88.02119879032257 0.9529586056276396
1981-01-31 102.32254005376345 1.5851147382684456
1981-02-28 108.42109107142858 3.751313410221329
1981-03-31 125.57515053763441 1.900440995344461
1981-04-30 114.8058084722222 1.3962602950382357
1981-05-31 90.50973924731183 0.9817132465305427
1981-06-30 75.25950125000001 1.0252053311226235
1981-07-31 63.07412916666666 0.3329811658619148
1981-08-31 59.90549905913978 0.6050672358974237
1981-09-30 64.88235055555556 0.803034823517342
1981-10-31 75.78818534946237 0.8382207867915245
1981-11-30 85.13998763888891 1.006575980758892
1981-12-31 93.02937029569894 1.068031739813934
1982-01-31 91.07712741935484 1.2933378202399048
1982-02-28 100.02783675595239 3.080947047614407
1982-03-31 118.98579919354837 1.5794586569563671
1982-04-30 114.84148944444445 2.0276470595394365
1982-05-31 95.9828619623656 1.4417489742423266
1982-06-30 75.7295475 0.271539015245039
1982-07-31 64.17693225806451 0.4836435034646009
1982-08-31 61.26127661290323 0.6373778096298136
1982-09-30 65.83397444444444 0.5176869328127677
1982-10-31 76.31290161290322 0.7446408105654513
1982-11-30 90.04292041666668 1.6856806039613816
1982-12-31 99.87364005376347 0.9244020252008488
1983-01-31 109.02275927419355 0.7816338993571453
1983-02-28 118.98373660714287 1.444704544843439
1983-03-31 120.33127755376346 2.155942039705077
1983-04-30 117.50465 1.2688514907630342
1983-05-31 97.87074086021505 0.7382114458498125
1983-06-30 74.51219097222221 0.6138079328441272
1983-07-31 62.615797177419346 0.41837186534253457
1983-08-31 60.730829301075296 0.7128599377272602
1983-09-30 63.392666249999984 0.6658793342520384
1983-10-31 77.73248373655915 1.0326209854714314
1983-11-30 83.22237944444441 0.7517454308578493
1983-12-31 89.8309065860215 1.3726505376506544
1984-01-31 98.4879376344086 0.8414582237532351
1984-02-29 110.50310301724136 0.9087523436878048
1984-03-31 106.60333978494624 2.0892125171953664
1984-04-30 117.25073291666665 1.877379052553178
1984-05-31 90.52234475806455 1.4239756881834822
1984-06-30 76.52688083333332 1.0690521911737765
1984-07-31 62.6105053763441 0.6442619862103794
1984-08-31 57.53733239247313 0.560575670395132
1984-09-30 63.819614305555554 0.7282409884399835
1984-10-31 73.60592647849461 0.6811215340402755
1984-11-30 85.25234861111109 0.981128309088189
1984-12-31 98.70632634408605 1.6337530787019852
1985-01-31 105.6349497311828 2.02737449667769
1985-02-28 103.5726080357143 1.3868572593009125
1985-03-31 121.95235080645162 1.9781555997173779
1985-04-30 113.74428625000002 1.4144816761466394
1985-05-31 95.54127177419353 1.5419734228544633
1985-06-30 74.89401583333331 0.5180771252442264
1985-07-31 65.74017231182798 0.6196753298088226
1985-08-31 59.38363387096773 0.27040504536847515
1985-09-30 64.4239698611111 0.7004440533815353
1985-10-31 75.84117069892474 1.0707925414324029
1985-11-30 81.15833749999999 0.9004513160211072
1985-12-31 96.61256774193546 1.6286644212337777
1986-01-31 96.93358064516129 1.3130413958498217
1986-02-28 108.4664263392857 3.2352320253974054
1986-03-31 105.95984193548385 1.4276463675769275
1986-04-30 113.97179986111114 1.7837308858222045
1986-05-31 95.67851478494624 1.2685555596228573
1986-06-30 78.61827861111111 0.5966785739857424
1986-07-31 64.41730026881723 0.45125250225461155
1986-08-31 62.07754260752689 0.9001726154187962
1986-09-30 64.71048652777777 0.4274527013607136
1986-10-31 79.34657526881719 0.8607155514272281
1986-11-30 86.90892041666665 0.9949414241119982
1986-12-31 99.33753010752687 1.5770698517428707
1987-01-31 113.44676518817204 2.005011362724075
1987-02-28 107.19372738095238 1.6177576958292228
1987-03-31 123.2066169354839 1.8165289044038913
1987-04-30 120.97643708333337 1.445524037370401
1987-05-31 106.51427862903223 1.1777546424185854
1987-06-30 81.58541388888891 0.5136037875564544
1987-07-31 65.92330322580646 0.4628940893170836
1987-08-31 63.44929072580644 0.33536309768115646
1987-09-30 67.14794680555555 0.7511806469004897
1987-10-31 79.77595873655913 1.0084700291277395
1987-11-30 93.25018472222223 0.8901480350776273
1987-12-31 101.2276508064516 1.2287491273830624
1988-01-31 106.0587688172043 1.4340629683135635
1988-02-29 115.2925058908046 1.3892371324461275
1988-03-31 127.12876075268821 1.1693851240176287
1988-04-30 122.24474722222223 1.8424371613509327
1988-05-31 100.26866720430107 0.9960151930155723
1988-06-30 76.2428634722222 0.7286633231357499
1988-07-31 64.56002674731182 0.33620090790572077
1988-08-31 61.32131787634408 0.6172400552042423
1988-09-30 67.15993333333333 0.5391529385247288
1988-10-31 71.6525314516129 0.7141178400966781
1988-11-30 83.16709694444444 0.5522169229520832
1988-12-31 90.98042338709678 1.3070451645378773
1989-01-31 103.3061793010753 1.0186965531530154
1989-02-28 102.68082455357141 3.149389894567889
1989-03-31 105.5271258064516 2.291057675155399
1989-04-30 108.98396083333333 1.6376701055128144
1989-05-31 99.09229717741934 0.7525099888823051
1989-06-30 78.1743825 0.9016912526538534
1989-07-31 69.87476545698922 0.646100827824909
1989-08-31 63.79993467741935 0.3202843295669944
1989-09-30 69.41041472222223 0.6351671645136592
